## Population Buildings

#Peasants:
ca_population_peasants_1;§YPopulation:§! Peasants;;;;;;;;;;;;;x
ca_population_peasants_2;§YPopulation:§! Peasants;;;;;;;;;;;;;x
ca_population_peasants_3;§YPopulation:§! Peasants;;;;;;;;;;;;;x
ca_population_peasants_4;§YPopulation:§! Peasants;;;;;;;;;;;;;x
ca_population_peasants_5;§YPopulation:§! Peasants;;;;;;;;;;;;;x
ct_population_peasants_1;§YPopulation:§! Peasants;;;;;;;;;;;;;x
ct_population_peasants_2;§YPopulation:§! Peasants;;;;;;;;;;;;;x
ct_population_peasants_3;§YPopulation:§! Peasants;;;;;;;;;;;;;x
ct_population_peasants_4;§YPopulation:§! Peasants;;;;;;;;;;;;;x
ct_population_peasants_5;§YPopulation:§! Peasants;;;;;;;;;;;;;x
tp_population_peasants_1;§YPopulation:§! Peasants;;;;;;;;;;;;;x
tp_population_peasants_2;§YPopulation:§! Peasants;;;;;;;;;;;;;x
tp_population_peasants_3;§YPopulation:§! Peasants;;;;;;;;;;;;;x
tp_population_peasants_4;§YPopulation:§! Peasants;;;;;;;;;;;;;x
tp_population_peasants_5;§YPopulation:§! Peasants;;;;;;;;;;;;;x
tb_population_peasants_1;§YPopulation:§! Peasants;;;;;;;;;;;;;x
tb_population_peasants_2;§YPopulation:§! Peasants;;;;;;;;;;;;;x
tb_population_peasants_3;§YPopulation:§! Peasants;;;;;;;;;;;;;x
tb_population_peasants_4;§YPopulation:§! Peasants;;;;;;;;;;;;;x
tb_population_peasants_5;§YPopulation:§! Peasants;;;;;;;;;;;;;x
population_peasants_desc;The backbone of every medieval society: Hardy, simple folks living a frugal life, working hard to feed the rest of the population.\nEach pop consumes: §Y1§! Food / §Y0.5§! Clothing / §Y1§! Materials / §F0§! Luxuries\nEach pop provides: §Y1§! Simple Labour / §F0§! Craftsmanship;;;;;;;;;;;;;x

# Artisans:
ca_population_artisans_1;§YPopulation:§! Artisans;;;;;;;;;;;;;x
ca_population_artisans_2;§YPopulation:§! Artisans;;;;;;;;;;;;;x
ca_population_artisans_3;§YPopulation:§! Artisans;;;;;;;;;;;;;x
ca_population_artisans_4;§YPopulation:§! Artisans;;;;;;;;;;;;;x
ct_population_artisans_1;§YPopulation:§! Artisans;;;;;;;;;;;;;x
ct_population_artisans_2;§YPopulation:§! Artisans;;;;;;;;;;;;;x
ct_population_artisans_3;§YPopulation:§! Artisans;;;;;;;;;;;;;x
ct_population_artisans_4;§YPopulation:§! Artisans;;;;;;;;;;;;;x
tp_population_artisans_1;§YPopulation:§! Artisans;;;;;;;;;;;;;x
tp_population_artisans_2;§YPopulation:§! Artisans;;;;;;;;;;;;;x
tp_population_artisans_3;§YPopulation:§! Artisans;;;;;;;;;;;;;x
tp_population_artisans_4;§YPopulation:§! Artisans;;;;;;;;;;;;;x
tb_population_artisans_1;§YPopulation:§! Artisans;;;;;;;;;;;;;x
tb_population_artisans_2;§YPopulation:§! Artisans;;;;;;;;;;;;;x
tb_population_artisans_3;§YPopulation:§! Artisans;;;;;;;;;;;;;x
tb_population_artisans_4;§YPopulation:§! Artisans;;;;;;;;;;;;;x
population_artisans_desc; . Skilled workers turning raw materials into refined products and thus laying the base for .\nEach pop consumes: §Y1§! Food / §Y1§! Clothing / §Y2§! Materials / §F0§! Luxuries;;;;;;;;;;;;;x

# Merchants:
ca_population_merchants_1;§YPopulation:§! Merchants;;;;;;;;;;;;;x
ca_population_merchants_2;§YPopulation:§! Merchants;;;;;;;;;;;;;x
ca_population_merchants_3;§YPopulation:§! Merchants;;;;;;;;;;;;;x
ct_population_merchants_1;§YPopulation:§! Merchants;;;;;;;;;;;;;x
ct_population_merchants_2;§YPopulation:§! Merchants;;;;;;;;;;;;;x
ct_population_merchants_3;§YPopulation:§! Merchants;;;;;;;;;;;;;x
tp_population_merchants_1;§YPopulation:§! Merchants;;;;;;;;;;;;;x
tp_population_merchants_2;§YPopulation:§! Merchants;;;;;;;;;;;;;x
tp_population_merchants_3;§YPopulation:§! Merchants;;;;;;;;;;;;;x
tb_population_merchants_1;§YPopulation:§! Merchants;;;;;;;;;;;;;x
tb_population_merchants_2;§YPopulation:§! Merchants;;;;;;;;;;;;;x
tb_population_merchants_3;§YPopulation:§! Merchants;;;;;;;;;;;;;x
population_merchants_desc; showing great buisness acumen.\nEach pop consumes: §Y1.5§! Food / §Y1.5§! Clothing / §Y1§! Materials / §Y1§! Luxuries;;;;;;;;;;;;;x

# Elite:
ca_population_elite_1;§YPopulation:§! Elite;;;;;;;;;;;;;x
ca_population_elite_2;§YPopulation:§! Elite;;;;;;;;;;;;;x
ct_population_elite_1;§YPopulation:§! Elite;;;;;;;;;;;;;x
ct_population_elite_2;§YPopulation:§! Elite;;;;;;;;;;;;;x
tp_population_elite_1;§YPopulation:§! Elite;;;;;;;;;;;;;x
tp_population_elite_2;§YPopulation:§! Elite;;;;;;;;;;;;;x
tb_population_elite_1;§YPopulation:§! Elite;;;;;;;;;;;;;x
tb_population_elite_2;§YPopulation:§! Elite;;;;;;;;;;;;;x
